crate_name,input_data,output_data,task_category
smawk,"{""code_context"": ""pub trait Matrix<T: Copy> {\n    fn nrows(&self) -> usize;\n    fn ncols(&self) -> usize;\n    fn index(&self, row: usize, column: usize) -> T;\n}\n\npub fn column_minima<T: PartialOrd + Copy, M: Matrix<T>>(matrix: &M) -> Vec<usize> {\n    let mut minima = vec![0; matrix.ncols()];\n    smawk_inner(\n        &|i, j| matrix.index(i, j),\n        &(0..matrix.nrows()).collect::<Vec<_>>(),\n        &(0..matrix.ncols()).collect::<Vec<_>>(),\n        &mut minima,\n    );\n    minima\n}\n\nfn smawk_inner<T: PartialOrd + Copy, M: Fn(usize, usize) -> T>(\n    matrix: &M,\n    rows: &[usize],\n    cols: &[usize],\n    minima: &mut [usize],\n) {\n    if cols.is_empty() {\n        return;\n    }\n\n    let mut stack = Vec::with_capacity(cols.len());\n    for r in rows {\n        while !stack.is_empty()\n            && matrix(stack[stack.len() - 1], cols[stack.len() - 1])\n                > matrix(*r, cols[stack.len() - 1])\n        {\n            stack.pop();\n        }\n        if stack.len() != cols.len() {\n            stack.push(*r);\n        }\n    }\n    let rows = &stack;\n\n    let mut odd_cols = Vec::with_capacity(1 + cols.len() / 2);\n    for (idx, c) in cols.iter().enumerate() {\n        if idx % 2 == 1 {\n            odd_cols.push(*c);\n        }\n    }\n\n    smawk_inner(matrix, rows, &odd_cols, minima);\n\n    let mut r = 0;\n    for (c, &col) in cols.iter().enumerate().filter(|(c, _)| c % 2 == 0) {\n        let mut row = rows[r];\n        let last_row = if c == cols.len() - 1 {\n            rows[rows.len() - 1]\n        } else {\n            minima[cols[c + 1]]\n        };\n        let mut pair = (matrix(row, col), row);\n        while row != last_row {\n            r += 1;\n            row = rows[r];\n            if (matrix(row, col), row) < pair {\n                pair = (matrix(row, col), row);\n            }\n        }\n        minima[col] = pair.1;\n    }\n}"", ""code_to_test"": ""pub fn row_minima<T: PartialOrd + Copy, M: Matrix<T>>(matrix: &M) -> Vec<usize> {\n    // Benchmarking shows that SMAWK performs roughly the same on row-\n    // and column-major matrices.\n    let mut minima = vec![0; matrix.nrows()];\n    smawk_inner(\n        &|j, i| matrix.index(i, j),\n        &(0..matrix.ncols()).collect::<Vec<_>>(),\n        &(0..matrix.nrows()).collect::<Vec<_>>(),\n        &mut minima,\n    );\n    minima\n}"", ""test_context"": ""use super::*;\nuse ndarray::arr2;""}","{""test_cases"": [""#[test]\n    fn smawk_1x1() {\n        let matrix = vec![vec![2]];\n        assert_eq!(row_minima(&matrix), vec![0]);\n        assert_eq!(column_minima(&matrix), vec![0]);\n    }"", ""#[test]\n    fn smawk_2x1() {\n        let matrix = vec![\n            vec![3], //\n            vec![2],\n        ];\n        assert_eq!(row_minima(&matrix), vec![0, 0]);\n        assert_eq!(column_minima(&matrix), vec![1]);\n    }"", ""#[test]\n    fn smawk_1x2() {\n        let matrix = vec![vec![2, 1]];\n        assert_eq!(row_minima(&matrix), vec![1]);\n        assert_eq!(column_minima(&matrix), vec![0, 0]);\n    }"", ""#[test]\n    fn smawk_2x2() {\n        let matrix = vec![\n            vec![3, 2], //\n            vec![2, 1],\n        ];\n        assert_eq!(row_minima(&matrix), vec![1, 1]);\n        assert_eq!(column_minima(&matrix), vec![1, 1]);\n    }"", ""#[test]\n    fn smawk_3x3() {\n        let matrix = vec![\n            vec![3, 4, 4], //\n            vec![3, 4, 4],\n            vec![2, 3, 3],\n        ];\n        assert_eq!(row_minima(&matrix), vec![0, 0, 0]);\n        assert_eq!(column_minima(&matrix), vec![2, 2, 2]);\n    }"", ""#[test]\n    fn smawk_4x4() {\n        let matrix = vec![\n            vec![4, 5, 5, 5], //\n            vec![2, 3, 3, 3],\n            vec![2, 3, 3, 3],\n            vec![2, 2, 2, 2],\n        ];\n        assert_eq!(row_minima(&matrix), vec![0, 0, 0, 0]);\n        assert_eq!(column_minima(&matrix), vec![1, 3, 3, 3]);\n    }"", ""#[test]\n    fn smawk_5x5() {\n        let matrix = vec![\n            vec![3, 2, 4, 5, 6],\n            vec![2, 1, 3, 3, 4],\n            vec![2, 1, 3, 3, 4],\n            vec![3, 2, 4, 3, 4],\n            vec![4, 3, 2, 1, 1],\n        ];\n        assert_eq!(row_minima(&matrix), vec![1, 1, 1, 1, 3]);\n        assert_eq!(column_minima(&matrix), vec![1, 1, 4, 4, 4]);\n    }""]}",test_generation
serde-value,"{""code"": ""Ok(Value::Bool(v))"", ""code_context"": ""use std::collections::BTreeMap;\n\npub enum Value {\n    Bool(bool),\n    U8(u8),\n    U16(u16),\n    U32(u32),\n    U64(u64),\n    I8(i8),\n    I16(i16),\n    I32(i32),\n    I64(i64),\n    F32(f32),\n    F64(f64),\n    Char(char),\n    String(String),\n    Unit,\n    Option(Option<Box<Value>>),\n    Newtype(Box<Value>),\n    Seq(Vec<Value>),\n    Map(BTreeMap<Value, Value>),\n    Bytes(Vec<u8>),\n}""}","{""commented_code"": ""Ok(Value::Bool(v)) // Wrap the boolean in a Value::Bool variant""}",comment_generation
serde-value,"{""code"": ""Ok(Value::Bool(value))"", ""code_context"": ""use std::collections::BTreeMap;\n\npub enum Value {\n    Bool(bool),\n    U8(u8),\n    U16(u16),\n    U32(u32),\n    U64(u64),\n    I8(i8),\n    I16(i16),\n    I32(i32),\n    I64(i64),\n    F32(f32),\n    F64(f64),\n    Char(char),\n    String(String),\n    Unit,\n    Option(Option<Box<Value>>),\n    Newtype(Box<Value>),\n    Seq(Vec<Value>),\n    Map(BTreeMap<Value, Value>),\n    Bytes(Vec<u8>),\n}""}","{""commented_code"": ""Ok(Value::Bool(value)) // Convert the bool into a Value::Bool""}",comment_generation
serde-value,"{""code"": ""let input = Value::I32(5);"", ""code_context"": ""use std::collections::BTreeMap;\n\npub enum Value {\n    Bool(bool),\n    U8(u8),\n    U16(u16),\n    U32(u32),\n    U64(u64),\n    I8(i8),\n    I16(i16),\n    I32(i32),\n    I64(i64),\n    F32(f32),\n    F64(f64),\n    Char(char),\n    String(String),\n    Unit,\n    Option(Option<Box<Value>>),\n    Newtype(Box<Value>),\n    Seq(Vec<Value>),\n    Map(BTreeMap<Value, Value>),\n    Bytes(Vec<u8>),\n}""}","{""commented_code"": ""let input = Value::I32(5); // Represent an i32 as a Value variant""}",comment_generation
serde-value,"{""code"": ""let input = Value::Map(vec![(Value::String(\""foo\"".to_owned()), Value::I32(5))].into_iter().collect());"", ""code_context"": ""use std::collections::BTreeMap;\n\npub enum Value {\n    Bool(bool),\n    U8(u8),\n    U16(u16),\n    U32(u32),\n    U64(u64),\n    I8(i8),\n    I16(i16),\n    I32(i32),\n    I64(i64),\n    F32(f32),\n    F64(f64),\n    Char(char),\n    String(String),\n    Unit,\n    Option(Option<Box<Value>>),\n    Newtype(Box<Value>),\n    Seq(Vec<Value>),\n    Map(BTreeMap<Value, Value>),\n    Bytes(Vec<u8>),\n}""}","{""commented_code"": ""let input = Value::Map(vec![(Value::String(\""foo\"".to_owned()), Value::I32(5))].into_iter().collect()); // Map with a single key \""foo\"" to an integer value""}",comment_generation
serde-value,"{""code"": ""value.serialize(Serializer).map(|v| Value::Newtype(Box::new(v)))"", ""code_context"": ""use std::collections::BTreeMap;\nuse serde::ser;\n\npub enum Value {\n    Bool(bool),\n    U8(u8),\n    U16(u16),\n    U32(u32),\n    U64(u64),\n    I8(i8),\n    I16(i16),\n    I32(i32),\n    I64(i64),\n    F32(f32),\n    F64(f64),\n    Char(char),\n    String(String),\n    Unit,\n    Option(Option<Box<Value>>),\n    Newtype(Box<Value>),\n    Seq(Vec<Value>),\n    Map(BTreeMap<Value, Value>),\n    Bytes(Vec<u8>),\n}\n\npub struct Serializer;\n\nimpl ser::Serializer for Serializer {\n    type Ok = Value;\n    type Error = (); // placeholder error type\n    type SerializeSeq = ();\n    type SerializeTuple = ();\n    type SerializeTupleStruct = ();\n    type SerializeTupleVariant = ();\n    type SerializeMap = ();\n    type SerializeStruct = ();\n    type SerializeStructVariant = ();\n    // Minimal stub implementations omitted for brevity\n    fn serialize_bool(self, _v: bool) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_i8(self, _v: i8) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_i16(self, _v: i16) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_i32(self, _v: i32) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_i64(self, _v: i64) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_u8(self, _v: u8) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_u16(self, _v: u16) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_u32(self, _v: u32) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_u64(self, _v: u64) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_f32(self, _v: f32) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_f64(self, _v: f64) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_char(self, _v: char) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_str(self, _v: &str) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_bytes(self, _v: &[u8]) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_none(self) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_some<T: ?Sized>(self, _value: &T) -> Result<Self::Ok, Self::Error> where T: ser::Serialize { unimplemented!() }\n    fn serialize_unit(self) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_unit_struct(self, _name: &'static str) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_unit_variant(self, _name: &'static str, _variant_index: u32, _variant: &'static str) -> Result<Self::Ok, Self::Error> { unimplemented!() }\n    fn serialize_newtype_struct<T: ?Sized>(self, _name: &'static str, _value: &T) -> Result<Self::Ok, Self::Error> where T: ser::Serialize { unimplemented!() }\n    fn serialize_newtype_variant<T: ?Sized>(self, _name: &'static str, _variant_index: u32, _variant: &'static str, _value: &T) -> Result<Self::Ok, Self::Error> where T: ser::Serialize { unimplemented!() }\n    fn serialize_seq(self, _len: Option<usize>) -> Result<Self::SerializeSeq, Self::Error> { unimplemented!() }\n    fn serialize_tuple(self, _len: usize) -> Result<Self::SerializeTuple, Self::Error> { unimplemented!() }\n    fn serialize_tuple_struct(self, _name: &'static str, _len: usize) -> Result<Self::SerializeTupleStruct, Self::Error> { unimplemented!() }\n    fn serialize_tuple_variant(self, _name: &'static str, _variant_index: u32, _variant: &'static str, _len: usize) -> Result<Self::SerializeTupleVariant, Self::Error> { unimplemented!() }\n    fn serialize_map(self, _len: Option<usize>) -> Result<Self::SerializeMap, Self::Error> { unimplemented!() }\n    fn serialize_struct(self, _name: &'static str, _len: usize) -> Result<Self::SerializeStruct, Self::Error> { unimplemented!() }\n    fn serialize_struct_variant(self, _name: &'static str, _variant_index: u32, _variant: &'static str, _len: usize) -> Result<Self::SerializeStructVariant, Self::Error> { unimplemented!() }\n}\n""}","{""commented_code"": ""value.serialize(Serializer).map(|v| Value::Newtype(Box::new(v))) // Wrap the serialized value in a Newtype variant""}",comment_generation
aws-smithy-xml,"{""buggy_code"": ""pub fn try_data<'a, 'inp>(\n    tokens: &'a mut impl Iterator<Item = Result<(XmlToken<'inp>, Depth), XmlDecodeError>>,\n) -> Result<Cow<'inp, str>, XmlDecodeError> {\n    loop {\n        match tokens.next().map(|opt| opt.map(|opt| opt.0)) {\n            None => return Ok(Cow::Borrowed(\""\"")),\n            Some(Ok(XmlToken(Token::Text { text }))) => return unescape(text.as_str()),\n            Some(Ok(e @ XmlToken(Token::ElementStart { .. }))) => {\n                return Err(XmlDecodeError::custom(format!(\n                    \""looking for a data element, found: {:?}\"",\n                    e\n                )))\n            }\n            Some(Err(e)) => return Err(e),\n            _ => {}\n        }\n    }\n}"", ""code_context"": ""use std::borrow::Cow;\nuse crate::decode::{XmlDecodeError, XmlToken, Depth, Token};\n\npub fn try_data<'a, 'inp>(\n    tokens: &'a mut impl Iterator<Item = Result<(XmlToken<'inp>, Depth), XmlDecodeError>>,\n) -> Result<Cow<'inp, str>, XmlDecodeError> {\n    // original implementation ...\n}""}","{""fixed_code"": ""pub fn try_data<'a, 'inp>(\n    tokens: &'a mut impl Iterator<Item = Result<(XmlToken<'inp>, Depth), XmlDecodeError>>,\n) -> Result<Cow<'inp, str>, XmlDecodeError> {\n    loop {\n        match tokens.next().map(|opt| opt.map(|opt| opt.0)) {\n            None => return Err(XmlDecodeError::custom(\""unexpected end of input while reading data\"")),\n            Some(Ok(XmlToken(Token::Text { text }))) => return unescape(text.as_str()),\n            Some(Ok(e @ XmlToken(Token::ElementStart { .. }))) => {\n                return Err(XmlDecodeError::custom(format!(\n                    \""looking for a data element, found: {:?}\"",\n                    e\n                )))\n            }\n            Some(Err(e)) => return Err(e),\n            _ => {}\n        }\n    }\n}"", ""bug_description"": ""When the token iterator reaches the end of the XML stream, `try_data` returns an empty string (`Ok(Cow::Borrowed(\""\""))`). Callers interpret this as a valid data element, which silently masks missing or malformed data and can lead to incorrect parsing results. The fix changes the `None` branch to return an error (`XmlDecodeError::custom(\""unexpected end of input while reading data\"")`), making the absence of data explicit and allowing callers to handle the situation appropriately.""}",bug_detection
aws-smithy-xml,"{""buggy_code"": ""out.attributes.push(Attr {\n    name: Name {\n        local: local.as_str(),\n        prefix: prefix.as_str(),\n    },\n    value: unescape(value.as_str()).ok()?,\n});"", ""code_context"": ""use crate::unescape::unescape;\nuse crate::decode::{Name, Attr, StartEl};\n\nfn next_start_element<'a, 'inp>(\n    tokens: &'a mut impl Iterator<Item = Result<(XmlToken<'inp>, Depth), XmlDecodeError>>,\n) -> Option<StartEl<'inp>> {\n    let mut out = StartEl::new(\""\"", \""\"", 0);\n    loop {\n        match tokens.next()? {\n            Ok((XmlToken(Token::ElementStart { local, prefix, .. }), depth)) => {\n                out.name.local = local.as_str();\n                out.name.prefix = prefix.as_str();\n                out.depth = depth;\n            }\n            Ok((XmlToken(Token::Attribute { prefix, local, value, .. }), _)) => {\n                out.attributes.push(Attr {\n                    name: Name {\n                        local: local.as_str(),\n                        prefix: prefix.as_str(),\n                    },\n                    value: unescape(value.as_str())?,\n                });\n            }\n            // ... other match arms ...\n        }\n    }\n}""}","{""fixed_code"": ""out.attributes.push(Attr {\n    name: Name {\n        local: local.as_str(),\n        prefix: prefix.as_str(),\n    },\n    value: unescape(value.as_str())?,\n});"", ""bug_description"": ""When parsing an attribute, the code uses `unescape(value.as_str()).ok()?`. If the attribute value contains an invalid escape sequence, `unescape` returns an `Err`, which is silently discarded by `ok()?`, causing the attribute to be dropped without any diagnostic. This can lead to missing attribute data and hard‑to‑detect bugs. The fix replaces `ok()?` with `?`, propagating the error so that malformed attributes cause the parser to fail with a clear error message.""}",bug_detection
aws-smithy-xml,"{""buggy_code"": ""fn deserialize_foo_enum_map_entry(\n    decoder: &mut ScopedDecoder,\n    out: &mut HashMap<String, FooEnum>,\n) -> Result<(), XmlDecodeError> {\n    let mut k: Option<String> = None;\n    let mut v: Option<FooEnum> = None;\n    while let Some(mut tag) = decoder.next_tag() {\n        match tag.start_el() {\n            s if s.matches(\""key\"") => k = Some(try_data(&mut tag)?.to_string()),\n            s if s.matches(\""value\"") => v = Some(FooEnum::from(try_data(&mut tag)?.as_ref())),\n            _ => {}\n        }\n    }\n    match (k, v) {\n        (Some(k), Some(v)) => {\n            out.insert(k, v);\n        }\n        _ => return Err(XmlDecodeError::custom(\""missing key value in map\"")),\n    }\n    Ok(())\n}"", ""code_context"": ""use std::collections::HashMap;\nuse crate::decode::{ScopedDecoder, XmlDecodeError, try_data};\n\n#[derive(Eq, PartialEq, Debug)]\nenum FooEnum {\n    Unknown(String),\n}\n\nimpl<'a> From<&'a str> for FooEnum {\n    fn from(s: &'a str) -> Self {\n        Self::Unknown(s.to_string())\n    }\n}\n\nfn deserialize_foo_enum_map_entry(\n    decoder: &mut ScopedDecoder,\n    out: &mut HashMap<String, FooEnum>,\n) -> Result<(), XmlDecodeError> {\n    // original implementation ...\n}""}","{""fixed_code"": ""fn deserialize_foo_enum_map_entry(\n    decoder: &mut ScopedDecoder,\n    out: &mut HashMap<String, FooEnum>,\n) -> Result<(), XmlDecodeError> {\n    let mut k: Option<String> = None;\n    let mut v: Option<FooEnum> = None;\n    while let Some(mut tag) = decoder.next_tag() {\n        match tag.start_el() {\n            s if s.matches(\""key\"") => k = Some(try_data(&mut tag)?.to_string()),\n            s if s.matches(\""value\"") => v = Some(FooEnum::from(try_data(&mut tag)?.as_ref())),\n            _ => {}\n        }\n    }\n    match (k, v) {\n        (Some(k), Some(v)) => {\n            if out.contains_key(&k) {\n                return Err(XmlDecodeError::custom(\""duplicate map key encountered\""));\n            }\n            out.insert(k, v);\n        }\n        _ => return Err(XmlDecodeError::custom(\""missing key value in map\"")),\n    }\n    Ok(())\n}"", ""bug_description"": ""The original implementation inserts map entries without checking for duplicate keys. When the XML contains multiple `<entry>` elements with the same `<key>`, the later entry silently overwrites the earlier one, causing data loss. The fix adds a duplicate‑key check and returns an error (`XmlDecodeError::custom(\""duplicate map key encountered\"")`) if a key is already present, preserving data integrity and making the problem visible to callers.""}",bug_detection
simd-adler32,"{""code"": ""let mut adler = Adler32::new();"", ""code_context"": ""type Adler32Imp = fn(u16, u16, &[u8]) -> (u16, u16);\nfn get_imp() -> Adler32Imp { unimplemented!() }\n\npub struct Adler32 {\n    a: u16,\n    b: u16,\n    update: Adler32Imp,\n}\n\nimpl Adler32 {\n    pub fn new() -> Self {\n        Self {\n            a: 1,\n            b: 0,\n            update: get_imp(),\n        }\n    }\n}""}","{""commented_code"": ""let mut adler = Adler32::new(); // Constructs a new Adler32 hasher with initial values of a=1 and b=0.""}",comment_generation
simd-adler32,"{""code"": ""pub fn update(a: u16, b: u16, data: &[u8]) -> (u16, u16) {"", ""code_context"": ""const MOD: u32 = 65521;\nconst NMAX: usize = 5552;\n\npub fn update(a: u16, b: u16, data: &[u8]) -> (u16, u16) {\n    let mut a = a as u32;\n    let mut b = b as u32;\n\n    let chunks = data.chunks_exact(NMAX);\n    let remainder = chunks.remainder();\n\n    for chunk in chunks {\n        for byte in chunk {\n            a = a.wrapping_add(*byte as _);\n            b = b.wrapping_add(a);\n        }\n\n        a %= MOD;\n        b %= MOD;\n    }\n\n    for byte in remainder {\n        a = a.wrapping_add(*byte as _);\n        b = b.wrapping_add(a);\n    }\n\n    a %= MOD;\n    b %= MOD;\n\n    (a as u16, b as u16)\n}""}","{""commented_code"": ""pub fn update(a: u16, b: u16, data: &[u8]) -> (u16, u16) { // Compute Adler-32 hash for a chunk of data using scalar implementation""}",comment_generation
simd-adler32,"{""code"": ""let chunks = data.chunks_exact(CHUNK_SIZE);"", ""code_context"": ""const MOD: u32 = 65521;\nconst NMAX: usize = 5552;\nconst BLOCK_SIZE: usize = 32;\nconst CHUNK_SIZE: usize = NMAX / BLOCK_SIZE * BLOCK_SIZE;\n\npub unsafe fn update_imp(a: u16, b: u16, data: &[u8]) -> (u16, u16) {\n    let mut a = a as u32;\n    let mut b = b as u32;\n\n    let chunks = data.chunks_exact(CHUNK_SIZE);\n    let _remainder = chunks.remainder();\n    for _chunk in chunks {\n    }\n\n    (a as u16, b as u16)\n}""}","{""commented_code"": ""let chunks = data.chunks_exact(CHUNK_SIZE); // Split data into fixed-size chunks for SIMD processing""}",comment_generation
radix_trie,"{""code"": ""println!(\""Iterating over child with value: {:?}\"", c.value());"", ""code_context"": ""extern crate radix_trie;\n\nuse radix_trie::{Trie, TrieCommon};\n\nfn main() {\n    let mut t = Trie::new();\n    t.insert(\""z\"", 2);\n    t.insert(\""aba\"", 5);\n    t.insert(\""abb\"", 6);\n    t.insert(\""abc\"", 50);\n\n    let ab_sum = t.get_raw_ancestor(&\""abd\"").children().fold(0, |acc, c| {\n        println!(\""Iterating over child with value: {:?}\"", c.value());\n        acc + *c.value().unwrap_or(&0)\n    });\n    println!(\""{}\"", ab_sum);\n    assert_eq!(ab_sum, 5 + 6 + 50);\n}""}","{""commented_code"": ""println!(\""Iterating over child with value: {:?}\"", c.value()); // Print each child's value for debugging""}",comment_generation
radix_trie,"{""code"": ""self.length += 1;"", ""code_context"": ""const BRANCH_FACTOR: usize = 16;\n\npub trait TrieKey {\n    fn encode(&self) -> nibble_vec::Nibblet { nibble_vec::Nibblet::new() }\n    fn encode_bytes(&self) -> Vec<u8> { vec![] }\n}\n\npub struct TrieNode<K, V> {\n    key: nibble_vec::Nibblet,\n    key_value: Option<Box<(K, V)>>,\n    children: [Option<Box<TrieNode<K, V>>>; BRANCH_FACTOR],\n    child_count: usize,\n}\n\npub struct Trie<K, V> {\n    length: usize,\n    node: TrieNode<K, V>,\n}\n\nimpl<K, V> Trie<K, V>\nwhere\n    K: TrieKey,\n{\n    pub fn insert(&mut self, key: K, value: V) -> Option<V> {\n        let key_fragments = key.encode();\n        let result = self.node.insert(key, value, key_fragments);\n        if result.is_none() {\n            self.length += 1;\n        }\n        result\n    }\n}\n\nimpl<K, V> TrieNode<K, V> {\n    pub fn insert(&mut self, _key: K, _value: V, _nv: nibble_vec::Nibblet) -> Option<V> {\n        // simplified stub for compilation\n        None\n    }\n}""}","{""commented_code"": ""self.length += 1; // Increment total number of key‑value pairs stored in the trie""}",comment_generation
radix_trie,"{""code"": ""self.child_count += 1;"", ""code_context"": ""const BRANCH_FACTOR: usize = 16;\n\npub struct TrieNode<K, V> {\n    key: nibble_vec::Nibblet,\n    key_value: Option<Box<(K, V)>>,\n    children: [Option<Box<TrieNode<K, V>>>; BRANCH_FACTOR],\n    child_count: usize,\n}\n\nimpl<K, V> TrieNode<K, V> {\n    pub fn add_child(&mut self, idx: usize, node: Box<TrieNode<K, V>>) {\n        debug_assert!(self.children[idx].is_none());\n        self.child_count += 1;\n        self.children[idx] = Some(node);\n    }\n}""}","{""commented_code"": ""self.child_count += 1; // Track the number of occupied child slots in this node""}",comment_generation
radix_trie,"{""code"": ""let mut v: Vec<u8> = Vec::with_capacity(1);"", ""code_context"": ""impl TrieKey for u8 {\n    fn encode_bytes(&self) -> Vec<u8> {\n        let mut v: Vec<u8> = Vec::with_capacity(1);\n        v.push(*self);\n        v\n    }\n}""}","{""commented_code"": ""let mut v: Vec<u8> = Vec::with_capacity(1); // Allocate a vector sized exactly for one byte""}",comment_generation
dotenv,"{""code"": ""pub fn dotenv() -> Result<PathBuf> {\n    let (path, iter) = Finder::new().find()?;\n    iter.load()?;\n    Ok(path)\n}"", ""code_context"": ""use std::path::{Path, PathBuf};\nuse crate::errors::*;\nuse crate::find::Finder;\nuse crate::iter::Iter;""}","{""explanation"": ""The `dotenv` function loads environment variables from a `.env` file. It creates a `Finder` to locate the file in the current directory or its ancestors, obtains an iterator over the file's lines, loads each variable into the process environment, and returns the path of the loaded file.""}",code_explanation
dotenv,"{""code"": ""pub fn var<K: AsRef<OsStr>>(key: K) -> Result<String> {\n    START.call_once(|| {\n        dotenv().ok();\n    });\n    env::var(key).map_err(Error::EnvVar)\n}"", ""code_context"": ""use std::sync::Once;\nuse std::ffi::OsStr;\nuse std::env;\nuse crate::errors::*;\nuse crate::find::Finder;\nuse crate::iter::Iter;\nstatic START: Once = Once::new();""}","{""explanation"": ""The `var` function retrieves the value of an environment variable. It ensures the `.env` file is loaded exactly once using a `Once` guard, then delegates to `std::env::var`, converting any `VarError` into the crate's `Error::EnvVar` type.""}",code_explanation
dotenv,"{""code"": ""impl<R: Read> Iterator for Iter<R> {\n    type Item = Result<(String, String)>;\n\n    fn next(&mut self) -> Option<Self::Item> {\n        loop {\n            let line = match self.lines.next() {\n                Some(Ok(line)) => line,\n                Some(Err(err)) => return Some(Err(Error::Io(err))),\n                None => return None,\n            };\n\n            match parse::parse_line(&line, &mut self.substitution_data) {\n                Ok(Some(result)) => return Some(Ok(result)),\n                Ok(None) => {}\n                Err(err) => return Some(Err(err)),\n            }\n        }\n    }\n}"", ""code_context"": ""use std::collections::HashMap;\nuse std::env;\nuse std::io::prelude::*;\nuse std::io::{BufReader, Lines};\nuse crate::errors::*;\nuse crate::parse;\n\npub struct Iter<R> {\n    lines: Lines<BufReader<R>>,\n    substitution_data: HashMap<String, Option<String>>,\n}\n\nimpl<R: Read> Iter<R> {\n    pub fn new(reader: R) -> Iter<R> {\n        Iter {\n            lines: BufReader::new(reader).lines(),\n            substitution_data: HashMap::new(),\n        }\n    }\n\n    pub fn load(self) -> Result<()> {\n        for item in self {\n            let (key, value) = item?;\n            if env::var(&key).is_err() {\n                env::set_var(&key, value);\n            }\n        }\n        Ok(())\n    }\n}""}","{""explanation"": ""This `Iterator` implementation for `Iter<R>` reads lines from the underlying reader, parses each line into a key‑value pair using `parse_line`, and yields the result. Errors from I/O or parsing are propagated as `Result` items, allowing the iterator to be used in a `for` loop.""}",code_explanation
